valeur_fonciere,surface_reelle_bati,nombre_pieces_principales,longitude,latitude,population_iris,pop_15_64_iris,nb_logement_iris,tx_pauvrete_iris,tx_menages_imposables_iris,dec_med_iris,disp_med_iris,tx_impot_iris,part_rev_act_salarie_iris,part_rev_chomage_iris,part_rev_retraites_iris,tx_emploi_15_64_iris,tx_cdi_iris,nb_generalistes_iris,nb_paramed_iris,nb_com_alim_iris,nb_eq_sportif_iris
158650,49,2,3.893508911,43.6064682,2031,1519,1455,22.06353833,54.93358634,19414,18917,18,54.5,3.6,34.3,49.30875576,77.41935484,5,28,4,1
113900,40,2,3.87549305,43.6128273,2544,2167,2151,32.04874835,41.42427282,15092,15980,18.2,61.5,4.8,18.7,42.77803415,61.8226601,2,4,7,0
119000,46,2,3.891834974,43.60656357,2031,1519,1455,22.06353833,54.93358634,19414,18917,18,54.5,3.6,34.3,49.30875576,77.41935484,5,28,4,1
609157,29,2,3.889271021,43.60627747,2878,2008,2022,15.31072339,62.33766234,22704,21582,20.4,43.6,2.4,44.3,43.22709163,74.67362924,7,33,14,6
609157,19,1,3.889271021,43.60627747,2878,2008,2022,15.31072339,62.33766234,22704,21582,20.4,43.6,2.4,44.3,43.22709163,74.67362924,7,33,14,6
609157,19,1,3.889271021,43.60627747,2878,2008,2022,15.31072339,62.33766234,22704,21582,20.4,43.6,2.4,44.3,43.22709163,74.67362924,7,33,14,6
609157,19,1,3.889271021,43.60627747,2878,2008,2022,15.31072339,62.33766234,22704,21582,20.4,43.6,2.4,44.3,43.22709163,74.67362924,7,33,14,6
609157,32,2,3.889271021,43.60627747,2878,2008,2022,15.31072339,62.33766234,22704,21582,20.4,43.6,2.4,44.3,43.22709163,74.67362924,7,33,14,6
609157,33,2,3.889271021,43.60627747,2878,2008,2022,15.31072339,62.33766234,22704,21582,20.4,43.6,2.4,44.3,43.22709163,74.67362924,7,33,14,6
121300,32,2,3.898505926,43.60168457,3904,3211,2728,17.98735369,56.36882129,19928,19496,19.8,71.3,4.6,15.4,52.72500779,77.73512476,0,6,6,2
1233396,21,1,3.889271021,43.60627747,2878,2008,2022,15.31072339,62.33766234,22704,21582,20.4,43.6,2.4,44.3,43.22709163,74.67362924,7,33,14,6
1233396,30,2,3.889271021,43.60627747,2878,2008,2022,15.31072339,62.33766234,22704,21582,20.4,43.6,2.4,44.3,43.22709163,74.67362924,7,33,14,6
1233396,19,1,3.889271021,43.60627747,2878,2008,2022,15.31072339,62.33766234,22704,21582,20.4,43.6,2.4,44.3,43.22709163,74.67362924,7,33,14,6
1233396,32,2,3.889271021,43.60627747,2878,2008,2022,15.31072339,62.33766234,22704,21582,20.4,43.6,2.4,44.3,43.22709163,74.67362924,7,33,14,6
1233396,33,2,3.889271021,43.60627747,2878,2008,2022,15.31072339,62.33766234,22704,21582,20.4,43.6,2.4,44.3,43.22709163,74.67362924,7,33,14,6
1233396,29,2,3.889271021,43.60627747,2878,2008,2022,15.31072339,62.33766234,22704,21582,20.4,43.6,2.4,44.3,43.22709163,74.67362924,7,33,14,6
1233396,19,1,3.889271021,43.60627747,2878,2008,2022,15.31072339,62.33766234,22704,21582,20.4,43.6,2.4,44.3,43.22709163,74.67362924,7,33,14,6
1233396,16,1,3.889271021,43.60627747,2878,2008,2022,15.31072339,62.33766234,22704,21582,20.4,43.6,2.4,44.3,43.22709163,74.67362924,7,33,14,6
1233396,19,1,3.889271021,43.60627747,2878,2008,2022,15.31072339,62.33766234,22704,21582,20.4,43.6,2.4,44.3,43.22709163,74.67362924,7,33,14,6
1233396,30,2,3.889271021,43.60627747,2878,2008,2022,15.31072339,62.33766234,22704,21582,20.4,43.6,2.4,44.3,43.22709163,74.67362924,7,33,14,6
1233396,33,2,3.889271021,43.60627747,2878,2008,2022,15.31072339,62.33766234,22704,21582,20.4,43.6,2.4,44.3,43.22709163,74.67362924,7,33,14,6
1233396,19,1,3.889271021,43.60627747,2878,2008,2022,15.31072339,62.33766234,22704,21582,20.4,43.6,2.4,44.3,43.22709163,74.67362924,7,33,14,6
1233396,19,1,3.889271021,43.60627747,2878,2008,2022,15.31072339,62.33766234,22704,21582,20.4,43.6,2.4,44.3,43.22709163,74.67362924,7,33,14,6
1233396,16,1,3.889271021,43.60627747,2878,2008,2022,15.31072339,62.33766234,22704,21582,20.4,43.6,2.4,44.3,43.22709163,74.67362924,7,33,14,6
125000,46,2,3.889763117,43.60341263,2888,1851,1605,22.36770322,50.80882353,17720,18040.37037,15,57.3,4.4,30.6,56.29389519,80.57080132,3,6,3,1
199000,69,3,3.842632055,43.64047241,5107,3986,2893,25.62361077,45.48889939,15696,16668,16.5,68.7,5.1,15.2,55.06773708,75.24752475,2,13,2,3
210000,67,4,3.876048088,43.60968018,2370,2050,1938,20.94117647,54.52812202,21298,20329.04762,23.7,54.9,4.1,18.3,45.70731707,62.55144033,11,9,24,0
66000,18,1,3.857794046,43.61231995,2849,1777,1671,25.86307782,53.75816993,18406,18621.5,19.5,50.6,3.6,30.4,58.97580191,79.37062937,3,28,6,5
137000,97,5,3.845360041,43.62064362,4326,2883,2370,46.327142,39.43580887,9726,12744.66667,13.5,60.6,6.8,26.2,46.93028096,69.46386946,3,9,13,5
112950,33,1,3.876403093,43.61225128,2370,2050,1938,20.94117647,54.52812202,21298,20329.04762,23.7,54.9,4.1,18.3,45.70731707,62.55144033,11,9,24,0
190000,67,0,3.879014015,43.61269379,2544,2167,2151,32.04874835,41.42427282,15092,15980,18.2,61.5,4.8,18.7,42.77803415,61.8226601,2,4,7,0
96000,30,2,3.865289927,43.60589981,3634,2478,2076,28.9322444,50.88253195,16894,17232.5,16.6,59.2,5.4,24.5,54.64083939,81.9897084,3,23,14,0
98000,24,1,3.876846075,43.61186981,2370,2050,1938,20.94117647,54.52812202,21298,20329.04762,23.7,54.9,4.1,18.3,45.70731707,62.55144033,11,9,24,0
67000,21,1,3.871685028,43.63495255,5483,4949,3803,30.86795736,40.8929837,15398,16239,17.2,62.8,4,20.9,32.00646595,64.03806934,3,18,3,3
502000,1,1,3.891827106,43.62839508,3375,2360,1865,10.09530533,71.20567376,26816,25518,23.9,53.9,2.2,25,65.29661017,83.18794607,6,16,3,1
502000,146,6,3.891827106,43.62839508,3375,2360,1865,10.09530533,71.20567376,26816,25518,23.9,53.9,2.2,25,65.29661017,83.18794607,6,16,3,1
655500,130,4,3.869048119,43.61572647,2753,2242,1857,14.36657682,61.96498054,24986,23408.8,22.2,56.4,3.2,22,44.11239964,66.2004662,11,55,3,4
182200,59,2,3.909445047,43.60578918,5166,3833,3193,15.02021019,62.00519143,20928,20374.66667,20.1,69.4,3.9,15.7,68.92773285,87.69363167,17,43,9,3
162700,36,2,3.90083909,43.59717941,5166,3833,3193,15.02021019,62.00519143,20928,20374.66667,20.1,69.4,3.9,15.7,68.92773285,87.69363167,17,43,9,3
106000,50,3,3.831356049,43.61410141,2054,1378,1238,24.31546923,52.47148289,17408,17600,15.2,59.4,5.7,26.6,60.74020319,88.75816993,3,14,4,3
69212,25,1,3.867536068,43.63586807,5483,4949,3803,30.86795736,40.8929837,15398,16239,17.2,62.8,4,20.9,32.00646595,64.03806934,3,18,3,3
97000,22,1,3.897641897,43.60847855,3904,3211,2728,17.98735369,56.36882129,19928,19496,19.8,71.3,4.6,15.4,52.72500779,77.73512476,0,6,6,2
426550,113,4,3.863189936,43.62078857,2731,1826,1571,17.53648281,61.00872939,22862,21669.04762,21.9,55.8,2.7,25.3,54.3263965,78.84378844,8,19,6,1
199000,62,3,3.897825956,43.60653687,3904,3211,2728,17.98735369,56.36882129,19928,19496,19.8,71.3,4.6,15.4,52.72500779,77.73512476,0,6,6,2
220000,50,0,3.873122931,43.60767746,4567,3372,3077,21.86794208,55.66762728,20564,19764,19.9,54.9,3.9,26.2,55.10083037,76.66882696,10,36,14,1
398467,104,4,3.885026932,43.6255455,3680,2452,2489,13.64497789,65.76177285,24186,23020.5,20.9,51.1,2.8,33.7,60.27732463,82.03062047,5,10,4,1
83000,20,1,3.882060051,43.6021347,3169,2458,2164,25.78139449,42.13230572,15536,16781.11111,15.7,64.3,5.9,20.1,51.54597234,70.77338129,3,15,13,0
146000,71,3,3.856770039,43.58614349,3975,2854,1933,19.50290449,52.56518082,18102,18233.84615,15.9,70.7,5.2,15.6,62.64891381,86.01099572,6,18,1,3
81000,35,2,3.830240011,43.61027527,2621,1701,1164,14.3017177,63.59489051,22918,22382,20.5,53.6,2.8,27,61.61081717,89.33177022,0,10,3,1
190000,67,3,3.873656988,43.62451172,2883,1964,1904,13.03216651,67.85992218,25188,23835,20.4,50.3,2.3,36.1,59.77596741,78.63501484,8,17,2,0
572500,201,7,3.875163078,43.61043549,2370,2050,1938,20.94117647,54.52812202,21298,20329.04762,23.7,54.9,4.1,18.3,45.70731707,62.55144033,11,9,24,0
65000,24,1,3.847191095,43.62596893,2418,1836,1574,16.83833408,56.29887055,21428,20247.61905,18.4,59,4.2,28.2,56.31808279,78.25112108,3,16,0,0
50913,69,3,3.851537943,43.61169434,2849,1777,1671,25.86307782,53.75816993,18406,18621.5,19.5,50.6,3.6,30.4,58.97580191,79.37062937,3,28,6,5
105000,50,0,3.876540899,43.60988617,2370,2050,1938,20.94117647,54.52812202,21298,20329.04762,23.7,54.9,4.1,18.3,45.70731707,62.55144033,11,9,24,0
179000,42,2,3.865145922,43.61047363,2440,1868,1590,22.80461032,52.78884462,20140,19768.46154,23.7,51.8,3.9,20.9,47.43040685,74.70414201,8,22,7,1
10000,15,1,3.881073952,43.60819626,4579,3700,3448,23.30302046,56.09625668,21635,20964.5,23.1,52.6,3.5,23.4,47.56756757,68.37725381,14,27,19,1
230500,60,3,3.842556953,43.62105179,4326,2883,2370,46.327142,39.43580887,9726,12744.66667,13.5,60.6,6.8,26.2,46.93028096,69.46386946,3,9,13,5
621000,65,0,3.877733946,43.60821533,4579,3700,3448,23.30302046,56.09625668,21635,20964.5,23.1,52.6,3.5,23.4,47.56756757,68.37725381,14,27,19,1
79800,18,1,3.893722057,43.6023407,3997,3062,2969,22.69796234,49.74160207,17299,17383.33333,16,67.2,5.1,20.1,57.90333116,76.8907563,2,6,6,0
36000,17,1,3.837946892,43.61346817,1984,1138,1261,31.58865575,44.66019417,13840,15382.69231,14.7,51.3,4.8,35.6,50.79086116,77.56653992,2,17,0,0
175000,80,3,3.884526014,43.62033844,2540,1854,1640,20.30123038,55.56396669,19238,19206.08696,18.3,60.8,3.7,24,57.60517799,79.33261572,5,24,10,4
63000,25,1,3.863317013,43.6256485,2309,1923,1591,29.9025974,44.11764706,15834,16761.97436,17.1,63.4,4.8,21.4,39.72958918,68.59623734,1,13,0,2
20000,85,4,3.90871191,43.60538483,5166,3833,3193,15.02021019,62.00519143,20928,20374.66667,20.1,69.4,3.9,15.7,68.92773285,87.69363167,17,43,9,3
78500,25,1,3.866103888,43.58865738,3975,2854,1933,19.50290449,52.56518082,18102,18233.84615,15.9,70.7,5.2,15.6,62.64891381,86.01099572,6,18,1,3
580000,103,4,3.885253906,43.62505722,3680,2452,2489,13.64497789,65.76177285,24186,23020.5,20.9,51.1,2.8,33.7,60.27732463,82.03062047,5,10,4,1
197000,73,3,3.879471064,43.60315704,3169,2458,2164,25.78139449,42.13230572,15536,16781.11111,15.7,64.3,5.9,20.1,51.54597234,70.77338129,3,15,13,0
87000,74,4,3.833965063,43.61085892,1984,1138,1261,31.58865575,44.66019417,13840,15382.69231,14.7,51.3,4.8,35.6,50.79086116,77.56653992,2,17,0,0
360000,97,4,3.903539896,43.59872818,5166,3833,3193,15.02021019,62.00519143,20928,20374.66667,20.1,69.4,3.9,15.7,68.92773285,87.69363167,17,43,9,3
104600,28,2,3.87570405,43.60757828,2437,2085,1915,27.59253594,45.23135033,16102,16792.66667,19.6,56.5,6,17.2,48.53717026,60.14580802,3,4,17,1
67000,20,2,3.882693052,43.60533905,2515,1962,1978,25.92592593,49.23599321,18062,18148.66667,19.4,57.4,4.7,22.7,44.08766565,79.44444444,8,17,39,1
299000,101,4,3.874944925,43.61645126,2851,2277,2237,20.14453478,52.28426396,19866,19507.16667,19.5,62.2,4.7,18.3,51.69082126,67.51219512,5,21,18,0
119000,53,2,3.834542036,43.63044357,5367,3752,2500,17.51071967,54.33862434,19234,19623.33333,16.5,77.7,4.3,10.3,66.09808102,82.1587868,5,30,2,3
183000,71,3,3.839488983,43.5988121,4188,2918,2027,16.44876523,61.18791603,20392,20190.76923,18.7,59.2,3.6,26.3,63.84509938,85.5176541,3,25,2,4
136000,43,2,3.845828056,43.63140488,3898,3522,3172,27.4086786,42.31378764,15726,16713.33333,16.2,69.1,5.3,16.2,39.23906871,60.79501169,0,10,1,0
90734,64,4,3.848628044,43.60834122,4258,2866,2198,23.52122477,51.64147994,16308,17357.2,17.3,55.4,4.5,27.7,59.4905792,85.87837838,2,8,4,1
422713,118,5,3.884840012,43.62688446,3375,2360,1865,10.09530533,71.20567376,26816,25518,23.9,53.9,2.2,25,65.29661017,83.18794607,6,16,3,1
100050,33,1,3.892266989,43.60817719,2031,1519,1455,22.06353833,54.93358634,19414,18917,18,54.5,3.6,34.3,49.30875576,77.41935484,5,28,4,1
110198,45,2,3.874627113,43.60237885,4567,3372,3077,21.86794208,55.66762728,20564,19764,19.9,54.9,3.9,26.2,55.10083037,76.66882696,10,36,14,1
181700,63,3,3.84228301,43.62889862,2418,1836,1574,16.83833408,56.29887055,21428,20247.61905,18.4,59,4.2,28.2,56.31808279,78.25112108,3,16,0,0
144000,36,2,3.872685909,43.63698578,5483,4949,3803,30.86795736,40.8929837,15398,16239,17.2,62.8,4,20.9,32.00646595,64.03806934,3,18,3,3
172000,60,0,3.8870399,43.62127686,3680,2452,2489,13.64497789,65.76177285,24186,23020.5,20.9,51.1,2.8,33.7,60.27732463,82.03062047,5,10,4,1
75330,23,1,3.866187096,43.60775757,3634,2478,2076,28.9322444,50.88253195,16894,17232.5,16.6,59.2,5.4,24.5,54.64083939,81.9897084,3,23,14,0
76000,20,1,3.861903906,43.62501907,2309,1923,1591,29.9025974,44.11764706,15834,16761.97436,17.1,63.4,4.8,21.4,39.72958918,68.59623734,1,13,0,2
111070,49,2,3.8413589,43.62343216,4326,2883,2370,46.327142,39.43580887,9726,12744.66667,13.5,60.6,6.8,26.2,46.93028096,69.46386946,3,9,13,5
159000,46,2,3.910655975,43.60740662,5166,3833,3193,15.02021019,62.00519143,20928,20374.66667,20.1,69.4,3.9,15.7,68.92773285,87.69363167,17,43,9,3
132820,37,2,3.8723979,43.60758209,4567,3372,3077,21.86794208,55.66762728,20564,19764,19.9,54.9,3.9,26.2,55.10083037,76.66882696,10,36,14,1
60000,20,1,3.854351997,43.62229538,4172,3154,2795,39.91313464,34.23522916,11364,13454.44444,13,63.6,7.1,21.9,51.01458465,77.06167706,6,13,8,0
53000,19,1,3.876374006,43.58156586,4098,2822,2013,34.24868472,31.48571429,11750,14575.33333,10.8,73.9,8.4,14,54.96102055,84.22131148,1,2,5,4
150430,75,3,3.888222933,43.62436676,3680,2452,2489,13.64497789,65.76177285,24186,23020.5,20.9,51.1,2.8,33.7,60.27732463,82.03062047,5,10,4,1
163000,95,3,3.888222933,43.62436676,3680,2452,2489,13.64497789,65.76177285,24186,23020.5,20.9,51.1,2.8,33.7,60.27732463,82.03062047,5,10,4,1
110250,44,2,3.859560966,43.61168289,2094,1304,1205,11.96738559,65.06276151,25772,24227.5,23.5,48.7,2.8,26.9,65.64417178,78.51002865,9,36,7,0
70000,21,1,3.87893796,43.60167313,3169,2458,2164,25.78139449,42.13230572,15536,16781.11111,15.7,64.3,5.9,20.1,51.54597234,70.77338129,3,15,13,0
100000,21,1,3.863852978,43.61856461,2731,1826,1571,17.53648281,61.00872939,22862,21669.04762,21.9,55.8,2.7,25.3,54.3263965,78.84378844,8,19,6,1
75000,77,0,3.869558096,43.60363388,4826,3768,3138,29.54889113,47.60353653,16682,16927,16.8,60.9,6.2,19.9,48.85881104,72.20052083,5,31,30,2
69000,16,1,3.859971046,43.64118195,2162,1525,1235,14.02700033,56.67915106,22990,21681.42857,22.4,56.3,3.2,22.4,52,75.95473833,1,0,5,8
66000,27,1,3.864438057,43.61039352,2440,1868,1590,22.80461032,52.78884462,20140,19768.46154,23.7,51.8,3.9,20.9,47.43040685,74.70414201,8,22,7,1
123000,52,3,3.831356049,43.61410141,2054,1378,1238,24.31546923,52.47148289,17408,17600,15.2,59.4,5.7,26.6,60.74020319,88.75816993,3,14,4,3
93000,46,2,3.825337887,43.61404037,2594,1881,1471,38.16155989,33.86287625,11316,13993.33333,11.9,66.4,7.3,20.2,53.42902711,80.6345733,4,7,5,1
70000,21,1,3.844743967,43.63390732,3898,3522,3172,27.4086786,42.31378764,15726,16713.33333,16.2,69.1,5.3,16.2,39.23906871,60.79501169,0,10,1,0
263000,61,3,3.900465965,43.59325027,1877,1352,1155,20.01128987,50.74798619,18344,18637.10526,16.3,57.3,3.9,30.6,56.36094675,87.82234957,0,3,2,8
109000,52,2,3.855473995,43.59406281,2398,1575,1549,15.30032468,57.18981101,19424,19387.85714,16.6,58.4,3.8,30.7,65.77777778,85.74380165,4,19,3,1
72000,29,1,3.834760904,43.64229584,5107,3986,2893,25.62361077,45.48889939,15696,16668,16.5,68.7,5.1,15.2,55.06773708,75.24752475,2,13,2,3
315000,21,1,3.879127979,43.61352158,2851,2277,2237,20.14453478,52.28426396,19866,19507.16667,19.5,62.2,4.7,18.3,51.69082126,67.51219512,5,21,18,0
315000,45,0,3.879127979,43.61352158,2851,2277,2237,20.14453478,52.28426396,19866,19507.16667,19.5,62.2,4.7,18.3,51.69082126,67.51219512,5,21,18,0
117000,28,1,3.873332977,43.60451889,4826,3768,3138,29.54889113,47.60353653,16682,16927,16.8,60.9,6.2,19.9,48.85881104,72.20052083,5,31,30,2
29250,17,1,3.824286938,43.61457825,2594,1881,1471,38.16155989,33.86287625,11316,13993.33333,11.9,66.4,7.3,20.2,53.42902711,80.6345733,4,7,5,1
65000,18,1,3.86183691,43.60562897,3634,2478,2076,28.9322444,50.88253195,16894,17232.5,16.6,59.2,5.4,24.5,54.64083939,81.9897084,3,23,14,0
149000,73,3,3.84621191,43.61509323,3068,2033,1864,17.51824818,60.37195994,20454,20330,18.8,56.2,3.8,28.2,59.66551894,87.7340824,6,32,5,1
117000,56,2,3.873656988,43.62451172,2883,1964,1904,13.03216651,67.85992218,25188,23835,20.4,50.3,2.3,36.1,59.77596741,78.63501484,8,17,2,0
363400,97,4,3.881880999,43.62223434,3680,2452,2489,13.64497789,65.76177285,24186,23020.5,20.9,51.1,2.8,33.7,60.27732463,82.03062047,5,10,4,1
192100,52,3,3.847984076,43.62247849,4172,3154,2795,39.91313464,34.23522916,11364,13454.44444,13,63.6,7.1,21.9,51.01458465,77.06167706,6,13,8,0
181000,85,4,3.852552891,43.62156677,4172,3154,2795,39.91313464,34.23522916,11364,13454.44444,13,63.6,7.1,21.9,51.01458465,77.06167706,6,13,8,0
150000,67,4,3.888395071,43.61472321,2424,1596,1314,23.48336595,53.33998006,19168,19004,17.3,52,3.8,32.2,57.33082707,87.6747141,0,6,4,1
83000,30,0,3.882735014,43.6156311,2540,1854,1640,20.30123038,55.56396669,19238,19206.08696,18.3,60.8,3.7,24,57.60517799,79.33261572,5,24,10,4
130000,26,1,3.884196997,43.62219238,3680,2452,2489,13.64497789,65.76177285,24186,23020.5,20.9,51.1,2.8,33.7,60.27732463,82.03062047,5,10,4,1
198050,55,3,3.842863083,43.60469818,4258,2866,2198,23.52122477,51.64147994,16308,17357.2,17.3,55.4,4.5,27.7,59.4905792,85.87837838,2,8,4,1
70000,18,1,3.857702017,43.63326263,4667,4123,2157,21.40655646,51.84016824,21278,20877.08333,18.6,60.7,2.8,27.1,34.5379578,71.75398633,3,17,4,0
70000,24,1,3.872298956,43.63844681,5483,4949,3803,30.86795736,40.8929837,15398,16239,17.2,62.8,4,20.9,32.00646595,64.03806934,3,18,3,3
130000,54,2,3.865190983,43.61352539,2094,1304,1205,11.96738559,65.06276151,25772,24227.5,23.5,48.7,2.8,26.9,65.64417178,78.51002865,9,36,7,0
204600,68,3,3.898535967,43.60207748,3904,3211,2728,17.98735369,56.36882129,19928,19496,19.8,71.3,4.6,15.4,52.72500779,77.73512476,0,6,6,2
170000,60,3,3.869890928,43.60894012,1712,1409,1226,19.0990991,58.13648294,23970,22888,24.9,49,3.3,18,47.12562101,66.66666667,9,19,5,2
130000,53,2,3.84401989,43.64139175,5107,3986,2893,25.62361077,45.48889939,15696,16668,16.5,68.7,5.1,15.2,55.06773708,75.24752475,2,13,2,3
329540,88,2,3.878089905,43.60902405,4579,3700,3448,23.30302046,56.09625668,21635,20964.5,23.1,52.6,3.5,23.4,47.56756757,68.37725381,14,27,19,1
117500,46,2,3.847378969,43.62269974,4172,3154,2795,39.91313464,34.23522916,11364,13454.44444,13,63.6,7.1,21.9,51.01458465,77.06167706,6,13,8,0
158500,67,3,3.858042955,43.59019852,5374,3559,2692,24.10271374,45.05849133,16010,16734,14.6,59.9,5,28.3,58.16240517,88.68407578,4,19,7,2
190000,90,5,3.874356985,43.60349655,4567,3372,3077,21.86794208,55.66762728,20564,19764,19.9,54.9,3.9,26.2,55.10083037,76.66882696,10,36,14,1
55000,18,1,3.856654882,43.63187027,4667,4123,2157,21.40655646,51.84016824,21278,20877.08333,18.6,60.7,2.8,27.1,34.5379578,71.75398633,3,17,4,0
4000,48,3,3.872596979,43.61060715,2370,2050,1938,20.94117647,54.52812202,21298,20329.04762,23.7,54.9,4.1,18.3,45.70731707,62.55144033,11,9,24,0
84370,47,2,3.827372074,43.61234283,2594,1881,1471,38.16155989,33.86287625,11316,13993.33333,11.9,66.4,7.3,20.2,53.42902711,80.6345733,4,7,5,1
270000,54,3,3.873198986,43.62898254,4247,3180,2832,29.44006415,48.19277108,15864,16658,17.3,58.2,3.5,27,48.4591195,73.10149042,7,23,10,0
85500,21,1,3.869791985,43.6385994,5483,4949,3803,30.86795736,40.8929837,15398,16239,17.2,62.8,4,20.9,32.00646595,64.03806934,3,18,3,3
75000,18,1,3.844743967,43.63390732,3898,3522,3172,27.4086786,42.31378764,15726,16713.33333,16.2,69.1,5.3,16.2,39.23906871,60.79501169,0,10,1,0
129000,36,2,3.876924038,43.61264038,2544,2167,2151,32.04874835,41.42427282,15092,15980,18.2,61.5,4.8,18.7,42.77803415,61.8226601,2,4,7,0
153800,45,2,3.897595882,43.60233307,3904,3211,2728,17.98735369,56.36882129,19928,19496,19.8,71.3,4.6,15.4,52.72500779,77.73512476,0,6,6,2
69212,25,1,3.867536068,43.63586807,5483,4949,3803,30.86795736,40.8929837,15398,16239,17.2,62.8,4,20.9,32.00646595,64.03806934,3,18,3,3
82000,26,1,3.896126032,43.60465622,3997,3062,2969,22.69796234,49.74160207,17299,17383.33333,16,67.2,5.1,20.1,57.90333116,76.8907563,2,6,6,0
319500,115,5,3.834736109,43.63162231,5367,3752,2500,17.51071967,54.33862434,19234,19623.33333,16.5,77.7,4.3,10.3,66.09808102,82.1587868,5,30,2,3
185000,45,2,3.87361002,43.62099838,2967,2251,2021,23.52941176,53.83244207,19814,19367.41935,20.7,54.9,3.9,25.1,46.82363394,75.51252847,9,21,7,0
180000,69,3,3.890325069,43.61888123,2121,1356,1123,14.84317115,59.87780041,21546,21311.5,17.9,54.4,3.5,27.6,64.15929204,85.34246575,5,23,1,0
85907.06,55,2,3.874429941,43.60266113,4567,3372,3077,21.86794208,55.66762728,20564,19764,19.9,54.9,3.9,26.2,55.10083037,76.66882696,10,36,14,1
43260.66,25,2,3.880341053,43.61396027,2851,2277,2237,20.14453478,52.28426396,19866,19507.16667,19.5,62.2,4.7,18.3,51.69082126,67.51219512,5,21,18,0
62203.87,48,2,3.885366917,43.60564423,2668,1928,2125,22.99237326,51.57740279,18724,18502,18.6,55.7,4.3,26.3,50.88174274,78.13578826,5,13,7,1
116000,35,2,3.894483089,43.60200882,3997,3062,2969,22.69796234,49.74160207,17299,17383.33333,16,67.2,5.1,20.1,57.90333116,76.8907563,2,6,6,0
80000,26,1,3.865945101,43.59983444,2982,1872,1692,17.78656126,58.52066715,20930,20440,18.8,50.2,3.1,31.3,58.86752137,82.01438849,11,27,7,0
53000,40,0,3.867480993,43.60821152,4826,3768,3138,29.54889113,47.60353653,16682,16927,16.8,60.9,6.2,19.9,48.85881104,72.20052083,5,31,30,2
176000,56,3,3.878412008,43.60676575,4579,3700,3448,23.30302046,56.09625668,21635,20964.5,23.1,52.6,3.5,23.4,47.56756757,68.37725381,14,27,19,1
145000,197,0,3.871249914,43.60842896,1712,1409,1226,19.0990991,58.13648294,23970,22888,24.9,49,3.3,18,47.12562101,66.66666667,9,19,5,2
176000,51,2,3.891412973,43.60454178,3997,3062,2969,22.69796234,49.74160207,17299,17383.33333,16,67.2,5.1,20.1,57.90333116,76.8907563,2,6,6,0
88000,36,0,3.881210089,43.60677719,2515,1962,1978,25.92592593,49.23599321,18062,18148.66667,19.4,57.4,4.7,22.7,44.08766565,79.44444444,8,17,39,1
84693.7,78,2,3.874429941,43.60266113,4567,3372,3077,21.86794208,55.66762728,20564,19764,19.9,54.9,3.9,26.2,55.10083037,76.66882696,10,36,14,1
91947.75,50,3,3.880341053,43.61396027,2851,2277,2237,20.14453478,52.28426396,19866,19507.16667,19.5,62.2,4.7,18.3,51.69082126,67.51219512,5,21,18,0
268000,104,4,3.867305994,43.6049881,3634,2478,2076,28.9322444,50.88253195,16894,17232.5,16.6,59.2,5.4,24.5,54.64083939,81.9897084,3,23,14,0
268000,69,2,3.867305994,43.6049881,3634,2478,2076,28.9322444,50.88253195,16894,17232.5,16.6,59.2,5.4,24.5,54.64083939,81.9897084,3,23,14,0
161000,43,2,3.863189936,43.62078857,2731,1826,1571,17.53648281,61.00872939,22862,21669.04762,21.9,55.8,2.7,25.3,54.3263965,78.84378844,8,19,6,1
245000,57,1,3.878804922,43.6123848,2544,2167,2151,32.04874835,41.42427282,15092,15980,18.2,61.5,4.8,18.7,42.77803415,61.8226601,2,4,7,0
39000,11,1,3.844995975,43.61564636,3068,2033,1864,17.51824818,60.37195994,20454,20330,18.8,56.2,3.8,28.2,59.66551894,87.7340824,6,32,5,1
78500,42,2,3.837338924,43.59600449,4188,2918,2027,16.44876523,61.18791603,20392,20190.76923,18.7,59.2,3.6,26.3,63.84509938,85.5176541,3,25,2,4
530000,103,4,3.898070097,43.60009384,5166,3833,3193,15.02021019,62.00519143,20928,20374.66667,20.1,69.4,3.9,15.7,68.92773285,87.69363167,17,43,9,3
126894,38,2,3.844743967,43.63390732,3898,3522,3172,27.4086786,42.31378764,15726,16713.33333,16.2,69.1,5.3,16.2,39.23906871,60.79501169,0,10,1,0
269319,77,4,3.851325989,43.63853455,3898,3522,3172,27.4086786,42.31378764,15726,16713.33333,16.2,69.1,5.3,16.2,39.23906871,60.79501169,0,10,1,0
68000,23,1,3.849117994,43.63679886,3898,3522,3172,27.4086786,42.31378764,15726,16713.33333,16.2,69.1,5.3,16.2,39.23906871,60.79501169,0,10,1,0
68000,18,1,3.856654882,43.63187027,4667,4123,2157,21.40655646,51.84016824,21278,20877.08333,18.6,60.7,2.8,27.1,34.5379578,71.75398633,3,17,4,0
69212,25,1,3.867536068,43.63586807,5483,4949,3803,30.86795736,40.8929837,15398,16239,17.2,62.8,4,20.9,32.00646595,64.03806934,3,18,3,3
143750,69,3,3.85325098,43.62294388,4172,3154,2795,39.91313464,34.23522916,11364,13454.44444,13,63.6,7.1,21.9,51.01458465,77.06167706,6,13,8,0
135000,25,1,3.880999088,43.6177063,2540,1854,1640,20.30123038,55.56396669,19238,19206.08696,18.3,60.8,3.7,24,57.60517799,79.33261572,5,24,10,4
